play_type,team,time,play_description,period_id,game_id,home_team,home_location,home_nickname,home_score_total,away_team,away_location,away_nickname,away_score_total,goalie_change,penalty,on_ice_situation,score,minute_start,second_start,clock,leader,away_goals,home_goals,sec_from_start,power_play_seconds,time_elapsed,time_remaining,player_name_1,player_jersey_1,home_skaters,away_skaters,penalty_type,penalty_level,penalty_length,start_power_play,end_power_play,shot_result,player_name_2,player_name_3,player_jersey_2,player_jersey_3,shot_type,season
Goalie,Buffalo Beauts,00:00,#29 Brianne McLaughlin replaced by #29 Brianne McLaughlin,3,40896, Buffalo Beauts,"",Buffalo Beauts,2, Boston Pride,"",Boston Pride,3,,0,Even Strength,2 - 2 T,0,0,20:00,T,2,2 ,2400,0,00:00,20:00,Brianne McLaughlin replaced,29,6,6,,,,2043,2163,,Brianne McLaughlin,,29,,,2016
Penalty,Boston Pride,01:59,#12 Marissa Gedman Hooking Minor 2 minsPower Play,3,40896, Buffalo Beauts,"",Buffalo Beauts,2, Boston Pride,"",Boston Pride,3,,1,Even Strength,2 - 2 T,1,59,18:01,T,2,2 ,2519,120,01:59,18:01,Marissa Gedman,12,6,6,Hooking,Minor,2 mins,2519,2639,,,,,,,2016
Penalty,Buffalo Beauts,06:19,#21 Devon Skeats High-Sticking Minor 2 minsPower Play,3,40896, Buffalo Beauts,"",Buffalo Beauts,2, Boston Pride,"",Boston Pride,3,,1,Even Strength,2 - 2 T,6,19,13:41,T,2,2 ,2779,120,06:19,13:41,Devon Skeats,21,6,6,High-Sticking,Minor,2 mins,2779,2899,,,,,,,2016
Penalty,Buffalo Beauts,11:46,#20 Erin Zach Interference Minor 2 minsPower Play,3,40896, Buffalo Beauts,"",Buffalo Beauts,2, Boston Pride,"",Boston Pride,3,,1,Even Strength,2 - 2 T,11,46,8:14,T,2,2 ,3106,120,11:46,8:14,Erin Zach,20,6,6,Interference,Minor,2 mins,3106,3226,,,,,,,2016
Goal,Boston Pride,15:35,#3 Jillian Dempsey from #44 Zoe Hickel and #12 Marissa GedmanEven Strength3 - 2 BOS,3,40896, Buffalo Beauts,"",Buffalo Beauts,2, Boston Pride,"",Boston Pride,3,,0,Even Strength,3 - 2 BOS,15,35,4:25,BOS,3,2 ,3335,0,15:35,4:25,Jillian Dempsey,3,6,6,,,,3106,3226,made,Zoe Hickel,Marissa Gedman,44,12,,2016
Goalie,Buffalo Beauts,18:32,Pulled Goalie #29 Brianne McLaughlin,3,40896, Buffalo Beauts,"",Buffalo Beauts,2, Boston Pride,"",Boston Pride,3,Pulled,0,Even Strength,3 - 2 BOS,18,32,1:28,BOS,3,2 ,3512,0,18:32,1:28,Pulled Goalie  Brianne McLaughlin,29,6,6,,,,3106,3226,,,,,,,2016
Goalie,Buffalo Beauts,19:53,Returned Goalie #29 Brianne McLaughlin,3,40896, Buffalo Beauts,"",Buffalo Beauts,2, Boston Pride,"",Boston Pride,3,Returned,0,Even Strength,3 - 2 BOS,19,53,0:07,BOS,3,2 ,3593,0,19:53,0:07,Returned Goalie  Brianne McLaughlin,29,6,6,,,,3106,3226,,,,,,,2016
Goalie,Connecticut Whale,00:00,Starting Goalie #1 Shenae Lundberg,1,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Shenae Lundberg,1,5,5,,,,,,,,,,,,2016
Goalie,New York RivetersNYR,00:00,Starting Goalie #78 Chelsea Laden,1,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Chelsea Laden,78,5,5,,,,,,,,,,,,2016
Goal,Connecticut Whale,08:23,#22 Danielle Ward from #26 Jordan Brickner and #16 Micaela LongEven Strength0 - 1 CTW,1,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,0,Even Strength,0 - 1 CTW,8,23,11:37,CTW,0,1 ,503,0,08:23,11:37,Danielle Ward,22,6,6,,,,,,made,Jordan Brickner,Micaela Long,26,16,,2016
Penalty,New York RivetersNYR,09:18,#14 Madison Packer Roughing Minor 2 minsPower Play,1,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,1,Even Strength,0 - 1 CTW,9,18,10:42,CTW,0,1 ,558,120,09:18,10:42,Madison Packer,14,6,6,Roughing,Minor,2 mins,558,678,,,,,,,2016
Penalty,Connecticut Whale,09:18,#8 Kelly Babstock Roughing Minor 2 minsPower Play,1,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,1,Even Strength,0 - 1 CTW,9,18,10:42,CTW,0,1 ,558,120,09:18,10:42,Kelly Babsck,8,6,6,Roughing,Minor,2 mins,558,678,,,,,,,2016
Penalty,New York RivetersNYR,15:40,#26 Kiira Dosdall-Arena High-Sticking Minor 2 minsPower Play,1,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,1,Even Strength,0 - 1 CTW,15,40,4:20,CTW,0,1 ,940,120,15:40,4:20,Kiira Dosdall-Arena,26,6,6,High-Sticking,Minor,2 mins,940,1060,,,,,,,2016
Penalty,Connecticut Whale,16:26,#8 Kelly Babstock Cross-Checking Minor 2 minsPower Play,1,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,1,Even Strength,0 - 1 CTW,16,26,3:34,CTW,0,1 ,986,120,16:26,3:34,Kelly Babsck,8,6,6,Cross-Checking,Minor,2 mins,986,1106,,,,,,,2016
Penalty,New York RivetersNYR,17:55,#24 Celeste Brown Roughing Minor 2 minsPower Play,1,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,1,Even Strength,0 - 1 CTW,17,55,2:05,CTW,0,1 ,1075,120,17:55,2:05,Celeste Brown,24,6,6,Roughing,Minor,2 mins,1075,1195,,,,,,,2016
Penalty,Connecticut Whale,18:34,#8 Kelly Babstock Holding Minor 2 minsPower Play,1,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,1,Even Strength,0 - 1 CTW,18,34,1:26,CTW,0,1 ,1114,120,18:34,1:26,Kelly Babsck,8,6,6,Holding,Minor,2 mins,1114,1234,,,,,,,2016
Penalty,Connecticut Whale,19:30,#88 Alyssa Wohlfeiler Slashing Minor 2 minsPower Play,1,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,1,Even Strength,0 - 1 CTW,19,30,0:30,CTW,0,1 ,1170,120,19:30,0:30,Alyssa Wohlfeiler,88,6,6,Slashing,Minor,2 mins,1170,1290,,,,,,,2016
PP Goal,New York RivetersNYR,19:53,#17 Bray Ketchum from #20 Brooke Ammerman and #10 Ashley JohnstonPower Play1 - 1 Tie,1,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,0,Even Strength,1 - 1 T,19,53,0:07,T,1,1 ,1193,0,19:53,0:07,Bray Ketchum,17,6,6,,,,1170,1290,made,Brooke Ammerman,Ashley Johnsnie,20,10,,2016
Goalie,New York RivetersNYR,00:00,#78 Chelsea Laden replaced by #78 Chelsea Laden,2,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,0,Even Strength,1 - 1 T,0,0,20:00,T,1,1 ,1200,0,00:00,20:00,Chelsea Laden replaced,78,6,6,,,,1170,1290,,Chelsea Laden,,78,,,2016
Goalie,Connecticut Whale,00:00,#1 Shenae Lundberg replaced by #1 Shenae Lundberg,2,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,0,Even Strength,1 - 1 T,0,0,20:00,T,1,1 ,1200,0,00:00,20:00,Shenae Lundberg replaced,1,6,6,,,,1170,1290,,Shenae Lundberg,,1,,,2016
Penalty,New York RivetersNYR,02:10,#28 Beth Hanrahan Roughing Minor 2 minsPower Play,2,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,1,Even Strength,1 - 1 T,2,10,17:50,T,1,1 ,1330,120,02:10,17:50,Beth Hanrahan,28,6,6,Roughing,Minor,2 mins,1330,1450,,,,,,,2016
Penalty,Connecticut Whale,02:10,#6 Shannon Turner Roughing Minor 2 minsPower Play,2,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,1,Even Strength,1 - 1 T,2,10,17:50,T,1,1 ,1330,120,02:10,17:50,Shannon Turner,6,6,6,Roughing,Minor,2 mins,1330,1450,,,,,,,2016
Goal,Connecticut Whale,05:35,#27 Shiann Darkangelo from #61 Kelli Stack and #22 Danielle WardEven Strength1 - 2 CTW,2,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,0,Even Strength,1 - 2 CTW,5,35,14:25,CTW,1,2 ,1535,0,05:35,14:25,Shiann Darkangelo,27,6,6,,,,1330,1450,made,Kelli Stack,Danielle Ward,61,22,,2016
Penalty,New York RivetersNYR,07:36,#28 Beth Hanrahan Interference Minor 2 minsPower Play,2,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,1,Even Strength,1 - 2 CTW,7,36,12:24,CTW,1,2 ,1656,120,07:36,12:24,Beth Hanrahan,28,6,6,Interference,Minor,2 mins,1656,1776,,,,,,,2016
PP Goal,Connecticut Whale,09:02,#8 Kelly Babstock from #61 Kelli Stack and #9 Molly EngstromPower Play1 - 3 CTW,2,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,0,Even Strength,1 - 3 CTW,9,2,10:58,CTW,1,3 ,1742,0,09:02,10:58,Kelly Babsck,8,6,6,,,,1656,1776,made,Kelli Stack,Molly Engstrom,61,9,,2016
Penalty,Connecticut Whale,11:57,#6 Shannon Turner Interference Minor 2 minsPower Play,2,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,1,Even Strength,1 - 3 CTW,11,57,8:03,CTW,1,3 ,1917,120,11:57,8:03,Shannon Turner,6,6,6,Interference,Minor,2 mins,1917,2037,,,,,,,2016
Penalty,Connecticut Whale,17:30,#22 Danielle Ward Cross-Checking Minor 2 minsPower Play,2,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,1,Even Strength,1 - 3 CTW,17,30,2:30,CTW,1,3 ,2250,120,17:30,2:30,Danielle Ward,22,6,6,Cross-Checking,Minor,2 mins,2250,2370,,,,,,,2016
PP Goal,New York RivetersNYR,17:48,#26 Kiira Dosdall-Arena from #20 Brooke Ammerman and #14 Madison PackerPower Play2 - 3 CTW,2,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,0,Even Strength,2 - 3 CTW,17,48,2:12,CTW,2,3 ,2268,0,17:48,2:12,Kiira Dosdall-Arena,26,6,6,,,,2250,2370,made,Brooke Ammerman,Madison Packer,20,14,,2016
Goalie,Connecticut Whale,00:00,#1 Shenae Lundberg replaced by #1 Shenae Lundberg,3,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,0,Even Strength,2 - 3 CTW,0,0,20:00,CTW,2,3 ,2400,0,00:00,20:00,Shenae Lundberg replaced,1,6,6,,,,2250,2370,,Shenae Lundberg,,1,,,2016
Goalie,New York RivetersNYR,00:00,#78 Chelsea Laden replaced by #78 Chelsea Laden,3,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,0,Even Strength,2 - 3 CTW,0,0,20:00,CTW,2,3 ,2400,0,00:00,20:00,Chelsea Laden replaced,78,6,6,,,,2250,2370,,Chelsea Laden,,78,,,2016
Penalty,Connecticut Whale,04:07,#88 Alyssa Wohlfeiler Body Checking Minor 2 minsPower Play,3,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,1,Even Strength,2 - 3 CTW,4,7,15:53,CTW,2,3 ,2647,120,04:07,15:53,Alyssa Wohlfeiler,88,6,6,Body Checking,Minor,2 mins,2647,2767,,,,,,,2016
Penalty,Connecticut Whale,06:12,#13 Kaleigh Fratkin Tripping Minor 2 minsPower Play,3,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,1,Even Strength,2 - 3 CTW,6,12,13:48,CTW,2,3 ,2772,120,06:12,13:48,Kaleigh Fratkin,13,6,6,Tripping,Minor,2 mins,2772,2892,,,,,,,2016
Penalty,Connecticut Whale,13:52,#16 Micaela Long Hooking Minor 2 minsPower Play,3,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,1,Even Strength,2 - 3 CTW,13,52,6:08,CTW,2,3 ,3232,120,13:52,6:08,Micaela Long,16,6,6,Hooking,Minor,2 mins,3232,3352,,,,,,,2016
Penalty,Connecticut Whale,15:38,#6 Shannon Turner Tripping Minor 2 minsPower Play,3,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,1,Even Strength,2 - 3 CTW,15,38,4:22,CTW,2,3 ,3338,120,15:38,4:22,Shannon Turner,6,6,6,Tripping,Minor,2 mins,3338,3458,,,,,,,2016
Goalie,New York RivetersNYR,18:36,Pulled Goalie #78 Chelsea Laden,3,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,Pulled,0,Even Strength,2 - 3 CTW,18,36,1:24,CTW,2,3 ,3516,0,18:36,1:24,Pulled Goalie  Chelsea Laden,78,6,6,,,,3338,3458,,,,,,,2016
Goalie,New York RivetersNYR,19:11,Returned Goalie #78 Chelsea Laden,3,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,Returned,0,Even Strength,2 - 3 CTW,19,11,0:49,CTW,2,3 ,3551,0,19:11,0:49,Returned Goalie  Chelsea Laden,78,6,6,,,,3338,3458,,,,,,,2016
Goal,Connecticut Whale,19:11,#16 Micaela LongEven StrengthEmpty Net2 - 4 CTW,3,40897, Connecticut Whale,"",Connecticut Whale,4, New York Riveters,"",New York Riveters,2,,0,Even Strength,2 - 4 CTW,19,11,0:49,CTW,2,4 ,3551,0,19:11,0:49,Micaela Long,16,6,6,,,,3338,3458,made,,,,,,2016
Goalie,Boston Pride,00:00,Starting Goalie #29 Brittany Ott,1,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Brittany Ott,29,5,5,,,,,,,,,,,,2016
Goalie,New York RivetersNYR,00:00,Starting Goalie #30 Jenny Scrivens,1,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Jenny Scrivens,30,5,5,,,,,,,,,,,,2016
Penalty,New York RivetersNYR,08:55,#21 Gabie Figueroa Body Checking Minor 2 minsPower Play,1,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,1,Even Strength,0 - 0 T,8,55,11:05,T,0,0,535,120,08:55,11:05,Gabie Figueroa,21,6,6,Body Checking,Minor,2 mins,535,655,,,,,,,2016
Penalty,Boston Pride,11:42,#14 Brianna Decker Hooking Minor 2 minsPower Play,1,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,1,Even Strength,0 - 0 T,11,42,8:18,T,0,0,702,120,11:42,8:18,Brianna Decker,14,6,6,Hooking,Minor,2 mins,702,822,,,,,,,2016
Penalty,New York RivetersNYR,12:20,#26 Kiira Dosdall-Arena Body Checking Minor 2 minsPower Play,1,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,1,Even Strength,0 - 0 T,12,20,7:40,T,0,0,740,120,12:20,7:40,Kiira Dosdall-Arena,26,6,6,Body Checking,Minor,2 mins,740,860,,,,,,,2016
PP Goal,Boston Pride,13:57,#14 Brianna Decker from #3 Jillian DempseyPower Play0 - 1 BOS,1,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,0,Even Strength,0 - 1 BOS,13,57,6:03,BOS,0,1 ,837,0,13:57,6:03,Brianna Decker,14,6,6,,,,740,860,made,Jillian Dempsey,,3,,,2016
Penalty,Boston Pride,14:37,#14 Brianna Decker High-Sticking Minor 2 minsPower Play,1,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,1,Even Strength,0 - 1 BOS,14,37,5:23,BOS,0,1 ,877,120,14:37,5:23,Brianna Decker,14,6,6,High-Sticking,Minor,2 mins,877,997,,,,,,,2016
Penalty,New York RivetersNYR,17:13,#20 Brooke Ammerman Slashing Minor 2 minsPower Play,1,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,1,Even Strength,0 - 1 BOS,17,13,2:47,BOS,0,1 ,1033,120,17:13,2:47,Brooke Ammerman,20,6,6,Slashing,Minor,2 mins,1033,1153,,,,,,,2016
PP Goal,Boston Pride,17:37,#44 Zoe Hickel from #3 Jillian Dempsey and #12 Marissa GedmanPower Play0 - 2 BOS,1,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,0,Even Strength,0 - 2 BOS,17,37,2:23,BOS,0,2 ,1057,0,17:37,2:23,Zoe Hickel,44,6,6,,,,1033,1153,made,Jillian Dempsey,Marissa Gedman,3,12,,2016
Goalie,Boston Pride,00:00,#29 Brittany Ott replaced by #29 Brittany Ott,2,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,0,Even Strength,0 - 2 BOS,0,0,20:00,BOS,0,2 ,1200,0,00:00,20:00,Brittany Ott replaced,29,6,6,,,,1033,1153,,Brittany Ott,,29,,,2016
Goalie,New York RivetersNYR,00:00,#30 Jenny Scrivens replaced by #30 Jenny Scrivens,2,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,0,Even Strength,0 - 2 BOS,0,0,20:00,BOS,0,2 ,1200,0,00:00,20:00,Jenny Scrivens replaced,30,6,6,,,,1033,1153,,Jenny Scrivens,,30,,,2016
Penalty,New York RivetersNYR,02:36,#14 Madison Packer Tripping Minor 2 minsPower Play,2,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,1,Even Strength,0 - 2 BOS,2,36,17:24,BOS,0,2 ,1356,120,02:36,17:24,Madison Packer,14,6,6,Tripping,Minor,2 mins,1356,1476,,,,,,,2016
Goal,Boston Pride,07:00,#16 Amanda Pelkey from #3 Jillian DempseyEven Strength0 - 3 BOS,2,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,0,Even Strength,0 - 3 BOS,7,0,12:00,BOS,0,3 ,1620,0,07:00,12:00,Amanda Pelkey,16,6,6,,,,1356,1476,made,Jillian Dempsey,,3,,,2016
Goal,Boston Pride,08:32,#14 Brianna Decker from #19 Gigi MarvinEven Strength0 - 4 BOS,2,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,0,Even Strength,0 - 4 BOS,8,32,11:28,BOS,0,4 ,1712,0,08:32,11:28,Brianna Decker,14,6,6,,,,1356,1476,made,Gigi Marvin,,19,,,2016
Goal,Boston Pride,12:59,#21 Hilary Knight from #14 Brianna Decker and #19 Gigi MarvinEven Strength0 - 5 BOS,2,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,0,Even Strength,0 - 5 BOS,12,59,7:01,BOS,0,5 ,1979,0,12:59,7:01,Hilary Knight,21,6,6,,,,1356,1476,made,Brianna Decker,Gigi Marvin,14,19,,2016
Penalty,Boston Pride,19:36,#12 Marissa Gedman Slashing Minor 2 minsPower Play,2,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,1,Even Strength,0 - 5 BOS,19,36,0:24,BOS,0,5 ,2376,120,19:36,0:24,Marissa Gedman,12,6,6,Slashing,Minor,2 mins,2376,2496,,,,,,,2016
Goalie,Boston Pride,00:00,#29 Brittany Ott replaced by #29 Brittany Ott,3,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,0,Even Strength,0 - 5 BOS,0,0,20:00,BOS,0,5 ,2400,0,00:00,20:00,Brittany Ott replaced,29,6,6,,,,2376,2496,,Brittany Ott,,29,,,2016
Goalie,New York RivetersNYR,00:00,#30 Jenny Scrivens replaced by #30 Jenny Scrivens,3,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,0,Even Strength,0 - 5 BOS,0,0,20:00,BOS,0,5 ,2400,0,00:00,20:00,Jenny Scrivens replaced,30,6,6,,,,2376,2496,,Jenny Scrivens,,30,,,2016
Penalty,New York RivetersNYR,15:09,#8 Sydney Kidd Interference Minor 2 minsPower Play,3,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,1,Even Strength,0 - 5 BOS,15,9,4:51,BOS,0,5 ,3309,120,15:09,4:51,Sydney Kidd,8,6,6,Interference,Minor,2 mins,3309,3429,,,,,,,2016
Penalty,New York RivetersNYR,17:29,#28 Beth Hanrahan Cross-Checking Minor 2 minsPower Play,3,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,1,Even Strength,0 - 5 BOS,17,29,2:31,BOS,0,5 ,3449,120,17:29,2:31,Beth Hanrahan,28,6,6,Cross-Checking,Minor,2 mins,3449,3569,,,,,,,2016
PP Goal,Boston Pride,18:38,#3 Jillian Dempsey from #12 Marissa Gedman and #16 Amanda PelkeyPower Play0 - 6 BOS,3,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,0,Even Strength,0 - 6 BOS,18,38,1:22,BOS,0,6 ,3518,0,18:38,1:22,Jillian Dempsey,3,6,6,,,,3449,3569,made,Marissa Gedman,Amanda Pelkey,12,16,,2016
Penalty,New York RivetersNYR,18:57,#24 Celeste Brown High-Sticking Minor 2 minsPower Play,3,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,1,Even Strength,0 - 6 BOS,18,57,1:03,BOS,0,6 ,3537,120,18:57,1:03,Celeste Brown,24,6,6,High-Sticking,Minor,2 mins,3537,3657,,,,,,,2016
Penalty,Boston Pride,18:57,#16 Amanda Pelkey Roughing Minor 2 minsPower Play,3,63628, Boston Pride,"",Boston Pride,6, New York Riveters,"",New York Riveters,0,,1,Even Strength,0 - 6 BOS,18,57,1:03,BOS,0,6 ,3537,120,18:57,1:03,Amanda Pelkey,16,6,6,Roughing,Minor,2 mins,3537,3657,,,,,,,2016
Goalie,Connecticut Whale,00:00,Starting Goalie #32 Jaimie Leonoff,1,63624, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,0,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Jaimie Leonoff,32,5,5,,,,,,,,,,,,2016
Goalie,Buffalo Beauts,00:00,Starting Goalie #29 Brianne McLaughlin,1,63624, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,0,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Brianne McLaughlin,29,5,5,,,,,,,,,,,,2016
Penalty,Connecticut Whale,03:27,#6 Shannon Turner Hooking Minor 2 minsPower Play,1,63624, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,0,,1,Even Strength,0 - 0 T,3,27,16:33,T,0,0,207,120,03:27,16:33,Shannon Turner,6,6,6,Hooking,Minor,2 mins,207,327,,,,,,,2016
Penalty,Buffalo Beauts,11:00,#24 Hailey Browne Holding Minor 2 minsPower Play,1,63624, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,0,,1,Even Strength,0 - 0 T,11,0,8:00,T,0,0,660,120,11:00,8:00,Hailey Browne,24,6,6,Holding,Minor,2 mins,660,780,,,,,,,2016
Goalie,Connecticut Whale,00:00,#32 Jaimie Leonoff replaced by #32 Jaimie Leonoff,2,63624, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,0,,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,1200,0,00:00,20:00,Jaimie Leonoff replaced,32,6,6,,,,660,780,,Jaimie Leonoff,,32,,,2016
Goalie,Buffalo Beauts,00:00,#29 Brianne McLaughlin replaced by #29 Brianne McLaughlin,2,63624, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,0,,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,1200,0,00:00,20:00,Brianne McLaughlin replaced,29,6,6,,,,660,780,,Brianne McLaughlin,,29,,,2016
Penalty,Connecticut Whale,01:50,#4 Anya Battaglino Slashing Minor 2 minsPower Play,2,63624, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,0,,1,Even Strength,0 - 0 T,1,50,18:10,T,0,0,1310,120,01:50,18:10,Anya Battaglino,4,6,6,Slashing,Minor,2 mins,1310,1430,,,,,,,2016
Goal,Connecticut Whale,09:12,#61 Kelli Stack from #27 Shiann Darkangelo and #22 Danielle WardEven Strength0 - 1 CTW,2,63624, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,0,,0,Even Strength,0 - 1 CTW,9,12,10:48,CTW,0,1 ,1752,0,09:12,10:48,Kelli Stack,61,6,6,,,,1310,1430,made,Shiann Darkangelo,Danielle Ward,27,22,,2016
Penalty,Connecticut Whale,11:24,#13 Kaleigh Fratkin Body Checking Minor 2 minsPower Play,2,63624, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,0,,1,Even Strength,0 - 1 CTW,11,24,8:36,CTW,0,1 ,1884,120,11:24,8:36,Kaleigh Fratkin,13,6,6,Body Checking,Minor,2 mins,1884,2004,,,,,,,2016
Penalty,Buffalo Beauts,13:35,#23 Lindsay Grigg Delay of game Minor 2 minsPower Play,2,63624, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,0,,1,Even Strength,0 - 1 CTW,13,35,6:25,CTW,0,1 ,2015,120,13:35,6:25,Lindsay Grigg  game,23,6,6,Delay,Minor,2 mins,2015,2135,,,,,,,2016
PP Goal,Connecticut Whale,14:50,#28 Sam Faber from #56 Jessica Koizumi and #6 Shannon TurnerPower Play0 - 2 CTW,2,63624, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,0,,0,Even Strength,0 - 2 CTW,14,50,5:10,CTW,0,2 ,2090,0,14:50,5:10,Sam Faber,28,6,6,,,,2015,2135,made,Jessica Koizumi,Shannon Turner,56,6,,2016
Penalty,Buffalo Beauts,15:16,#12 Hannah McGowan Body Checking Minor 2 minsPower Play,2,63624, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,0,,1,Even Strength,0 - 2 CTW,15,16,4:44,CTW,0,2 ,2116,120,15:16,4:44,Hannah McGowan,12,6,6,Body Checking,Minor,2 mins,2116,2236,,,,,,,2016
Penalty,Buffalo Beauts,17:11,#23 Lindsay Grigg Holding Minor 2 minsPower Play,2,63624, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,0,,1,Even Strength,0 - 2 CTW,17,11,2:49,CTW,0,2 ,2231,120,17:11,2:49,Lindsay Grigg,23,6,6,Holding,Minor,2 mins,2231,2351,,,,,,,2016
